Name,Market Cap,Multiplicative,Share Price,Country
Healthcare Realty,7.41,1000000000,19.46,USA
HMM,7.40,1000000000,15.15,S. Korea
Krafton,7.40,1000000000,160.17,S. Korea
Sofina,7.40,1000000000,222.03,Belgium
Yang Ming,7.38,1000000000,2.12,Taiwan
Lufax,7.37,1000000000,1.56,China
Rexel,7.37,1000000000,24.51,France
OGE Energy,7.37,1000000000,36.80,USA
Fertiglobe,7.36,1000000000,0.89,eu UAE
Texas Roadhouse,7.36,1000000000,109.97,USA
Full Truck Alliance,7.36,1000000000,6.88,China
Lodha Group,7.36,1000000000,7.62,India
ITT,7.35,1000000000,89.21,USA
Pandora,7.35,1000000000,85.83,Denmark
IGM Financial,7.33,1000000000,30.81,Canada
Zain (Mobile Telecommunications Company),7.32,1000000000,"1,694",eu Kuwait
Choice Properties REIT,7.32,1000000000,10.12,Canada
Bachem,7.32,1000000000,97.64,Switzerland
Roivant Sciences,7.31,1000000000,9.65,UK
Wistron Corporation,7.31,1000000000,2.62,Taiwan
Umicore,7.30,1000000000,30.29,Belgium
Old Republic International,7.29,1000000000,24.91,USA
GlobalWafers,7.28,1000000000,16.75,Taiwan
Zhuzhou CRRC Times Electric,7.28,1000000000,3.98,Hong Kong
GXO Logistics,7.27,1000000000,61.15,USA
Orkla,7.26,1000000000,7.13,Norway
Kajima,7.23,1000000000,14.86,Japan
Ternium Argentina,7.23,1000000000,1.60,ar Argentina
Shanghai Commercial and Savings Bank,7.23,1000000000,1.49,Taiwan
Bank Pekao (Bank Polska Kasa Opieki),7.23,1000000000,27.56,Poland
PetGas (Petronas Gas),7.23,1000000000,3.65,Malaysia
PI Industries,7.23,1000000000,47.65,India
R1 RCM,7.22,1000000000,17.28,USA
Global Unichip Corp.,7.21,1000000000,53.87,Taiwan
Jones Lang LaSalle,7.21,1000000000,151.02,USA
Phoenix Group,7.21,1000000000,7.00,UK
SK Group,7.21,1000000000,130.66,S. Korea
Genpact,7.20,1000000000,39.11,Bermuda
Agilon Health,7.20,1000000000,17.36,USA
Cullen/Frost Bankers,7.19,1000000000,111.71,USA
Axalta,7.19,1000000000,32.46,USA
New Oriental,7.18,1000000000,42.30,China
Alfamart,7.17,1000000000,0.17,Indonesia
First Industrial Realty Trust,7.17,1000000000,52.86,USA
Edison,7.16,1000000000,1.52,Italy
Saudi International Petrochemical Company (Sipchem),7.16,1000000000,9.76,S. Arabia
Toppan,7.15,1000000000,21.85,Japan
Canadian Utilities,7.15,1000000000,26.49,Canada
SiteOne Landscape Supply,7.14,1000000000,158.79,USA
UnipolSai,7.11,1000000000,2.51,Italy
Klépierre,7.10,1000000000,24.76,France
Hess Midstream,7.09,1000000000,30.01,USA
Stantec,7.08,1000000000,63.73,Canada
Toho Co.,7.08,1000000000,40.53,Japan
iA Financial,7.08,1000000000,68.42,Canada
Bâloise,7.08,1000000000,156.56,Switzerland
B&M European Value Retail,7.08,1000000000,7.07,Luxembourg
Sagax,7.07,1000000000,21.28,Sweden
WH Group,7.07,1000000000,0.55,Hong Kong
Bilibili,7.06,1000000000,17.47,China
IDBI Bank,7.06,1000000000,0.66,India
Voya Financial,7.06,1000000000,71.91,USA
Tube Investments of India,7.04,1000000000,36.48,India
Equatorial Energia,7.04,1000000000,6.40,Brazil
Max Healthcare Institute,7.04,1000000000,7.25,India
Ingredion,7.04,1000000000,106.69,USA
EVA Air,7.03,1000000000,1.31,Taiwan
TPG Telecom,7.03,1000000000,3.79,Australia
CG Power and Industrial Solutions,7.03,1000000000,4.60,India
Primerica,7.02,1000000000,194.01,USA
MKS Instruments,7.02,1000000000,105.18,USA
Wärtsilä,7.01,1000000000,11.92,Finland
Yanbu National Petrochemical,7.01,1000000000,12.47,S. Arabia
Copenhagen Airport,7.00,1000000000,892.99,Denmark
Indian Hotels Company,6.99,1000000000,4.92,India
OTE Group,6.99,1000000000,16.18,Greece
Israel Discount Bank,6.98,1000000000,56.49,Israel
Assurant,6.98,1000000000,131.44,USA
Central Retail Corporation,6.97,1000000000,1.16,Thailand
Yamaha,6.97,1000000000,41.05,Japan
Info Edge,6.96,1000000000,53.91,India
MISC Berhad,6.96,1000000000,1.56,Malaysia
AirTAC International,6.95,1000000000,33.63,Taiwan
Arkema,6.94,1000000000,92.56,France
Wharf Holdings,6.93,1000000000,2.27,Hong Kong
Hikari Tsushin,6.93,1000000000,153.60,Japan
Sensata Technologies,6.93,1000000000,45.34,USA
Paytm,6.92,1000000000,10.93,India
Punjab National Bank,6.92,1000000000,0.63,India
MOL Group,6.91,1000000000,8.66,Hungary
Bancolombia,6.91,1000000000,27.46,eu Colombia
Hero MotoCorp,6.90,1000000000,34.57,India
Pegatron,6.90,1000000000,2.59,Taiwan
Polaris,6.90,1000000000,121.28,USA
Yageo,6.89,1000000000,16.52,Taiwan
Trelleborg AB,6.88,1000000000,27.32,Sweden
Korean Air Lines,6.88,1000000000,23.10,S. Korea
Yadea Group,6.88,1000000000,2.32,China
Nutanix,6.88,1000000000,29.19,USA
Bausch + Lomb,6.87,1000000000,19.60,Canada
Range Resources,6.87,1000000000,28.49,USA
Daito Trust Construction,6.87,1000000000,100.78,Japan
China Development Financial,6.86,1000000000,0.42,Taiwan
Boyd Gaming,6.86,1000000000,68.00,USA
Woodward,6.85,1000000000,114.24,USA
Woori Financial Group,6.85,1000000000,28.24,S. Korea
CCC Intelligent Solutions,6.84,1000000000,10.90,USA
CAE,6.84,1000000000,21.53,Canada
BOSCH India,6.83,1000000000,231.85,India
Nippon Building Fund,6.83,1000000000,"4,020",Japan
Stockland,6.83,1000000000,2.86,Australia
Sinopac Financial Holdings,6.83,1000000000,0.56,Taiwan
Samvardhana Motherson,6.82,1000000000,1.01,India
Crocs,6.81,1000000000,109.95,USA
Hulic,6.81,1000000000,8.95,Japan
Mouwasat Medical Services Company,6.81,1000000000,68.14,S. Arabia
Zydus Lifesciences,6.80,1000000000,6.73,India
Shoprite,6.80,1000000000,12.54,South Africa
Cosan,6.80,1000000000,14.58,Brazil
AutoNation,6.80,1000000000,149.16,USA
Hapvida,6.79,1000000000,0.91,Brazil
Wiwynn,6.79,1000000000,38.85,Taiwan
Universal Display Corporation,6.78,1000000000,143.37,USA
ENKA,6.77,1000000000,1.18,Turkey
Webster Financial,6.77,1000000000,38.78,USA
Jindal Steel & Power,6.77,1000000000,6.64,India
Sanlam,6.77,1000000000,3.32,South Africa
Olin,6.76,1000000000,52.36,USA
Curtiss-Wright,6.76,1000000000,176.52,USA
Mesaieed Petrochemical Holding Company,6.76,1000000000,0.54,eu Qatar
Medibank,6.76,1000000000,2.46,Australia
Medpace,6.76,1000000000,221.82,USA
Leapmotor,6.75,1000000000,5.79,China
Banca Mediolanum,6.75,1000000000,9.15,Italy
Swiss Prime Site,6.75,1000000000,88.10,Switzerland
Landstar System,6.75,1000000000,187.98,USA
10x Genomics,6.75,1000000000,58.11,USA
Littelfuse,6.74,1000000000,271.78,USA
SPS Commerce,6.74,1000000000,184.70,USA
Hochtief,6.74,1000000000,86.82,Germany
Mapletree Commercial Trust,6.74,1000000000,1.29,Singapore
Antero Resources,6.74,1000000000,22.46,USA
Acadia Healthcare,6.73,1000000000,73.15,USA
Masraf Al Rayan,6.73,1000000000,0.72,eu Qatar
Canara Bank,6.72,1000000000,3.71,India
STAG Industrial,6.71,1000000000,36.59,USA
Realtek,6.71,1000000000,13.09,Taiwan
OPAP (Organization of Football Prognostics),6.69,1000000000,18.44,Greece
Endeavor Group,6.69,1000000000,22.33,USA
Nestle Malaysia,6.69,1000000000,28.55,Malaysia
Descartes Systems,6.68,1000000000,78.53,Canada
Sembcorp Marine,6.68,1000000000,0.10,Singapore
BlueScope Steel,6.68,1000000000,14.47,Australia
Empire Company,6.67,1000000000,26.35,Canada
Toromont,6.66,1000000000,80.94,Canada
New World Development Company,6.66,1000000000,2.65,Hong Kong
Monotaro,6.66,1000000000,13.40,Japan
West Fraser Timber,6.65,1000000000,79.55,Canada
Adani Wilmar,6.65,1000000000,5.12,India
Kintetsu GHD,6.62,1000000000,34.83,Japan
Ciena,6.62,1000000000,44.31,USA
Leonardo,6.61,1000000000,11.50,Italy
Tempur Sealy,6.61,1000000000,38.43,USA
Accton Technology,6.61,1000000000,11.85,Taiwan
Country Garden,6.60,1000000000,0.24,China
Banco BPM,6.60,1000000000,4.39,Italy
IDFC FIRST Bank,6.60,1000000000,1.00,India
Wolfspeed,6.60,1000000000,53.07,USA
Osaka Gas,6.60,1000000000,15.89,Japan
Core & Main,6.60,1000000000,28.57,USA
S-OIL,6.59,1000000000,57.14,S. Korea
Rambus,6.57,1000000000,60.38,USA
Gentex,6.57,1000000000,28.12,USA
FTI Consulting,6.56,1000000000,193.13,USA
The Commercial Bank (P.S.Q.C.),6.56,1000000000,1.58,eu Qatar
Brixmor Property Group,6.55,1000000000,21.80,USA
LPP SA,6.55,1000000000,"3,531",Poland
OZ Minerals,6.54,1000000000,19.40,Australia
Polycab India,6.53,1000000000,43.63,India
HealthSouth,6.52,1000000000,65.08,USA
Dufry,6.51,1000000000,45.60,Switzerland
China Gas,6.51,1000000000,1.20,China
Varun Beverages,6.51,1000000000,10.02,India
TechnipFMC,6.49,1000000000,14.72,UK
Indian Railway Catering & Tourism,6.49,1000000000,8.12,India
Getinge,6.48,1000000000,23.82,Sweden
Amkor Technology,6.48,1000000000,26.39,USA
Elastic NV,6.46,1000000000,66.39,USA
Mattel,6.46,1000000000,18.26,USA
Bombardier Recreational Products,6.45,1000000000,82.85,Canada
Endeavour Mining,6.45,1000000000,25.62,UK
Industrial Bank of Korea (IBK),6.45,1000000000,8.10,S. Korea
Alaska Airlines,6.44,1000000000,50.42,USA
Cemig,6.44,1000000000,2.53,Brazil
Meiji Holdings,6.44,1000000000,23.11,Japan
FirstService,6.43,1000000000,144.49,Canada
Houlihan Lokey,6.43,1000000000,94.48,USA
Nissan Chemical,6.42,1000000000,45.81,Japan
Astral Poly Technik,6.42,1000000000,23.92,India
Koito Manufacturing,6.42,1000000000,20.00,Japan
Mohawk Industries,6.42,1000000000,100.90,USA
DWS Group,6.41,1000000000,31.88,Germany
Shriram Transport Finance,6.41,1000000000,17.11,India
Yamato Holdings,6.41,1000000000,18.11,Japan
RTL Group,6.40,1000000000,41.41,Luxembourg
SalMar ASA,6.40,1000000000,44.11,Norway
Chang Hwa Commercial Bank,6.39,1000000000,0.60,Taiwan
ZOZO,6.39,1000000000,21.17,Japan
QNB Finansbank,6.38,1000000000,1.90,Turkey
BWX Technologies,6.37,1000000000,69.73,USA
IPG Photonics,6.37,1000000000,134.75,USA
Lundin Mining,6.36,1000000000,8.24,Canada
Seven Group Holdings (SGH),6.36,1000000000,17.51,Australia
Mapletree Logistics Trust,6.36,1000000000,1.29,Singapore
Trex,6.35,1000000000,58.43,USA
Alcoa,6.35,1000000000,35.62,USA
Brunello Cucinelli,6.35,1000000000,93.50,Italy
Carsales,6.35,1000000000,16.86,Australia
MSA Safety,6.35,1000000000,161.75,USA
Power Finance Corp,6.35,1000000000,2.41,India
Credit Acceptance,6.34,1000000000,494.55,USA
Plug Power,6.34,1000000000,10.57,USA
Air Canada,6.34,1000000000,17.70,Canada
AU Small Finance Bank,6.33,1000000000,9.50,India
Petro Rio,6.33,1000000000,7.55,Brazil
Doximity,6.33,1000000000,32.54,USA
Megacable Holdings,6.33,1000000000,2.49,Mexico
UPL,6.32,1000000000,8.43,India
Stifel,6.32,1000000000,59.57,USA
First Horizon National,6.31,1000000000,11.75,USA
Swedish Orphan Biovitrum,6.31,1000000000,21.30,Sweden
TIS,6.30,1000000000,26.08,Japan
Planet Fitness,6.30,1000000000,70.66,USA
Chord Energy,6.30,1000000000,151.67,USA
Murphy USA,6.30,1000000000,289.23,USA
ASR Nederland,6.28,1000000000,42.24,Netherlands
Eurobank Ergasias Services and Holdings,6.28,1000000000,1.69,Greece
Cathay Pacific,6.28,1000000000,0.98,Hong Kong
MISUMI Group,6.27,1000000000,22.07,Japan
Duolingo,6.27,1000000000,152.79,USA
Canadian Apartment Properties REIT,6.27,1000000000,37.11,Canada
Atlas Arteria,6.27,1000000000,4.32,Australia
Hanwha Solutions,6.26,1000000000,36.95,S. Korea
Banco Sabadell,6.25,1000000000,1.12,Spain
GMO Payment Gateway,6.25,1000000000,82.50,Japan
Global-e,6.25,1000000000,38.09,Israel
Starwood Property Trust,6.25,1000000000,19.42,USA
Holmen,6.24,1000000000,38.37,Sweden
CyberArk,6.24,1000000000,149.52,Israel
Sekisui Chemical,6.23,1000000000,14.63,Japan
Cummins India,6.23,1000000000,22.50,India
Restoration Hardware,6.23,1000000000,282.60,USA
BELIMO Holding,6.22,1000000000,506.37,Switzerland
Exelixis,6.21,1000000000,19.09,USA
Wayfair,6.20,1000000000,55.28,USA
Schaeffler India,6.20,1000000000,38.87,India
Voestalpine,6.19,1000000000,35.73,Austria
New York Times,6.19,1000000000,37.62,USA
PDC Energy,6.19,1000000000,71.20,USA
Commerce Bancshares,6.19,1000000000,49.64,USA
TMX Group,6.18,1000000000,22.22,Canada
Zurich Airport,6.18,1000000000,201.45,Switzerland
DoubleVerify,6.18,1000000000,37.19,USA
CTP N.V.,6.17,1000000000,13.90,Netherlands
Fresnillo,6.16,1000000000,8.37,Mexico
Agree Realty,6.15,1000000000,65.84,USA
Timken Company,6.15,1000000000,85.01,USA
Coca-Cola Consolidated,6.15,1000000000,656.48,USA
International Game Technology,6.15,1000000000,30.73,UK
AppFolio,6.14,1000000000,173.24,USA
Mapfre,6.14,1000000000,2.01,Spain
New Fortress Energy,6.14,1000000000,29.96,USA
Clarivate,6.14,1000000000,9.09,UK
LG Household & Health Care,6.13,1000000000,175.52,S. Korea
NOV,6.13,1000000000,15.59,USA
Warehouses De Pauw,6.13,1000000000,29.14,Belgium
Chart Industries,6.13,1000000000,143.59,USA
Intra-Cellular Therapies,6.13,1000000000,63.95,USA
Qatar Gas Transport Company,6.13,1000000000,1.11,eu Qatar
Itochu Techno-Solutions,6.12,1000000000,26.16,Japan
Nedbank,6.12,1000000000,12.57,South Africa
Hitachi Construction Machinery,6.12,1000000000,28.79,Japan
Mazda,6.12,1000000000,9.72,Japan
The Weir Group,6.11,1000000000,23.16,UK
Southwestern Energy,6.11,1000000000,5.55,USA
Mirvac Group,6.10,1000000000,1.55,Australia
Emperador Brandy,6.10,1000000000,0.39,Philippines
Evoqua Water Technologies,6.10,1000000000,49.88,USA
Georg Fischer,6.10,1000000000,74.52,Switzerland
Orion Corporation,6.10,1000000000,44.78,Finland
Topicus,6.09,1000000000,74.46,Canada
CTS Eventim,6.08,1000000000,63.39,Germany
Hexcel,6.08,1000000000,72.11,USA
AGNC Investment,6.08,1000000000,10.21,USA
Novanta,6.07,1000000000,169.62,USA
Murphy Oil,6.07,1000000000,38.90,USA
RBC Bearings,6.06,1000000000,209.05,USA
Brunswick Corporation,6.06,1000000000,85.71,USA
Valvoline,6.04,1000000000,36.45,USA
Great Eastern,6.03,1000000000,12.75,Singapore
Obayashi,6.03,1000000000,8.42,Japan
Tele2,6.03,1000000000,9.05,Sweden
Lantheus Holdings,6.03,1000000000,88.27,USA
Valmont Industries,6.03,1000000000,286.43,USA
Eagle Materials,6.03,1000000000,170.42,USA
RLI Corp.,6.02,1000000000,132.22,USA
APi Group,6.01,1000000000,25.58,USA
Clearway Energy,6.01,1000000000,30.14,USA
Kinross Gold,6.01,1000000000,4.88,Canada
Kingsoft,6.01,1000000000,4.42,China
Altair Engineering,6.00,1000000000,74.44,USA
Nippon Prologis REIT,6.00,1000000000,"2,115",Japan
KT Corporation,6.00,1000000000,12.05,S. Korea
Globus Medical,5.99,1000000000,58.63,USA
Airtel Africa,5.99,1000000000,1.59,UK
Element Fleet Management,5.99,1000000000,15.36,Canada
Gruma (Maseca),5.98,1000000000,16.17,Mexico
XPO Logistics,5.97,1000000000,51.60,USA
Watts Water Technologies,5.97,1000000000,179.15,USA
Levi Strauss,5.97,1000000000,15.07,USA
Nextracker,5.96,1000000000,41.43,USA
Addtech AB,5.96,1000000000,22.13,Sweden
Taiwan High Speed Rail,5.96,1000000000,1.06,Taiwan
Selective Insurance,5.96,1000000000,98.56,USA
Türkiye Petrol Rafinerileri,5.95,1000000000,3.09,Turkey
Matador Resources,5.95,1000000000,49.95,USA
Falabella,5.95,1000000000,2.38,Chile
Kosé,5.95,1000000000,104.31,Japan
M&G plc,5.94,1000000000,2.52,UK
Idemitsu Kosan,5.94,1000000000,20.69,Japan
Investec,5.94,1000000000,6.74,UK
Soitec,5.94,1000000000,167.18,France
Sonoco,5.94,1000000000,60.65,USA
KGHM Polska Miedź,5.93,1000000000,29.68,Poland
Union Bank of India,5.93,1000000000,0.87,India
Reynolds Consumer,5.93,1000000000,28.24,USA
Guidewire Software,5.92,1000000000,72.72,USA
Light & Wonder,5.92,1000000000,64.99,USA
Nexstar Media Group,5.91,1000000000,165.03,USA
ADT,5.91,1000000000,6.42,USA
Algonquin Power & Utilities,5.91,1000000000,8.41,Canada
Dexus,5.91,1000000000,5.50,Australia
Wyndham Hotels & Resorts,5.91,1000000000,68.87,USA
Savola Group,5.91,1000000000,11.10,S. Arabia
Abbott India,5.90,1000000000,277.20,India
Square Enix,5.90,1000000000,49.35,Japan
DiaSorin,5.90,1000000000,110.30,Italy
First American,5.89,1000000000,57.16,USA
Nan Ya PCB,5.89,1000000000,9.12,Taiwan
Ashok Leyland,5.89,1000000000,2.01,India
National Bank of Greece,5.88,1000000000,6.43,Greece
Permian Resources,5.87,1000000000,10.50,USA
Ionis Pharmaceuticals,5.86,1000000000,41.02,USA
Futu Holdings,5.86,1000000000,42.03,Hong Kong
Komerční banka,5.86,1000000000,31.06,Czech Republic
SAIC,5.84,1000000000,108.92,USA
LOTTE Chemical,5.84,1000000000,137.50,S. Korea
Bumble,5.84,1000000000,17.88,USA
QuidelOrtho,5.83,1000000000,87.62,USA
Sealed Air,5.83,1000000000,40.43,USA
BOK Financial,5.83,1000000000,87.57,USA
Spark New Zealand,5.83,1000000000,3.10,New Zealand
Telecom Italia,5.82,1000000000,0.28,Italy
ASICS Corporation,5.82,1000000000,31.81,Japan
TriNet,5.82,1000000000,98.03,USA
Quebecor,5.82,1000000000,25.18,Canada
Temenos,5.82,1000000000,80.98,Switzerland
UGI Corporation,5.81,1000000000,27.80,USA
Fosun,5.81,1000000000,0.71,China
Choice Hotels International,5.80,1000000000,113.94,USA
Tata Elxsi,5.80,1000000000,93.25,India
DCC plc,5.80,1000000000,58.77,Ireland
Chongqing Rural Commercial Bank,5.79,1000000000,0.36,China
Mercury NZ,5.78,1000000000,4.07,New Zealand
DXC Technology,5.78,1000000000,27.44,USA
Kobe Bussan,5.78,1000000000,26.39,Japan
Comfort Systems,5.77,1000000000,161.58,USA
Far Eastern New Century,5.76,1000000000,1.08,Taiwan
Türkiye Is Bankasi,5.76,1000000000,0.57,Turkey
Natera,5.74,1000000000,50.25,USA
Powszechny Zakład Ubezpieczeń,5.74,1000000000,10.10,Poland
Worley,5.73,1000000000,10.91,Australia
Wan Hai Lines,5.73,1000000000,2.04,Taiwan
Kingfisher,5.73,1000000000,2.98,UK
“K” Line,5.72,1000000000,22.87,Japan
Japan Post Insurance,5.72,1000000000,14.95,Japan
Muthoot Finance,5.72,1000000000,14.25,India
Yes Bank,5.72,1000000000,0.20,India
Charoen Pokphand Indonesia,5.70,1000000000,0.35,Indonesia
Hualan Biological Engineering,5.70,1000000000,3.13,China
Kakao Pay,5.69,1000000000,42.50,S. Korea
Giant Network Group,5.68,1000000000,2.84,China
Hyundai Glovis,5.68,1000000000,151.67,S. Korea
Indorama Ventures,5.68,1000000000,1.00,Thailand
Valmet,5.68,1000000000,30.85,Finland
Bankinter,5.67,1000000000,6.31,Spain
Brookfield Renewable,5.67,1000000000,32.89,USA
Spirit Realty Capital,5.66,1000000000,40.08,USA
Treasury Wine Estates,5.66,1000000000,7.85,Australia
Quiñenco,5.65,1000000000,3.40,Chile
Hagerty,5.64,1000000000,9.63,USA
BOC Aviation,5.64,1000000000,8.13,Singapore
Wingstop Restaurants,5.63,1000000000,188.17,USA
Skanska,5.63,1000000000,13.72,Sweden
Univar Solutions,5.63,1000000000,35.71,USA
ALTEN,5.63,1000000000,165.10,France
Hertz,5.61,1000000000,17.82,USA
Smartsheet,5.61,1000000000,42.01,USA
Pan American Silver,5.61,1000000000,15.37,Canada
ChampionX,5.60,1000000000,28.32,USA
e.l.f. Cosmetics,5.60,1000000000,104.08,USA
Prosperity Bancshares,5.59,1000000000,59.39,USA
Commercial Metals Company,5.59,1000000000,47.80,USA
Andritz,5.59,1000000000,56.44,Austria
Saudi Kayan Petrochemical Company,5.59,1000000000,3.73,S. Arabia
Land Securities Group,5.59,1000000000,7.54,UK
Balkrishna Industries,5.58,1000000000,28.91,India
Comerica,5.58,1000000000,42.42,USA
Barratt Developments,5.58,1000000000,5.68,UK
Ryman Hospitality Properties,5.57,1000000000,93.48,USA
eMemory Technology,5.57,1000000000,74.76,Taiwan
Civitas Resources,5.57,1000000000,69.35,USA
Rightmove,5.57,1000000000,6.82,UK
MINISO Group,5.56,1000000000,17.55,China
United Tractors,5.56,1000000000,1.53,Indonesia
Post Holdings,5.56,1000000000,87.34,USA
Asahi Intecc,5.56,1000000000,20.48,Japan
Simpson Manufacturing Company,5.55,1000000000,130.11,USA
Euronet Worldwide,5.55,1000000000,111.86,USA
NextEra Energy Partners,5.54,1000000000,62.42,USA
Apartment Income REIT,5.54,1000000000,37.18,USA
abrdn,5.54,1000000000,2.75,UK
Universal Forest Products,5.54,1000000000,89.27,USA
Indian Overseas Bank,5.53,1000000000,0.29,India
Eurazeo,5.53,1000000000,73.08,France
Axcelis Technologies,5.53,1000000000,169.08,USA
Procter & Gamble India,5.52,1000000000,170.23,India
Chiba Bank,5.52,1000000000,37.38,Japan
NHPC Limited,5.52,1000000000,0.55,India
DSME (Daewoo Shipbuilding),5.52,1000000000,26.09,S. Korea
Option Care Health,5.52,1000000000,30.69,USA
Valeo,5.51,1000000000,22.87,France
LATAM Airlines,5.51,1000000000,0.01000,Chile
Gildan,5.51,1000000000,30.85,Canada
Colgate-Palmolive India,5.51,1000000000,20.26,India
Tobu Railway,5.51,1000000000,26.53,Japan
DS Smith,5.51,1000000000,3.93,UK
Cencosud,5.49,1000000000,1.96,Chile
IMI plc,5.49,1000000000,21.08,UK
Medical Properties Trust,5.49,1000000000,9.18,USA
Dillard's,5.48,1000000000,332.85,USA
HashiCorp,5.48,1000000000,28.56,USA
Envista,5.47,1000000000,33.47,USA
Şişecam,5.47,1000000000,1.79,Turkey
Pepco Group,5.46,1000000000,9.51,UK
FAW Car,5.46,1000000000,1.17,China
Oshkosh Corporation,5.46,1000000000,83.61,USA
MSC Industrial Direct,5.46,1000000000,97.66,USA
Five9,5.45,1000000000,76.62,USA
Discovery Limited,5.45,1000000000,8.28,South Africa
Hikma Pharmaceuticals,5.44,1000000000,24.66,UK
Koei Tecmo,5.44,1000000000,17.30,Japan
SBI Holdings,5.44,1000000000,20.01,Japan
Convatec Group,5.43,1000000000,2.66,UK
Workiva,5.43,1000000000,101.81,USA
McDonald's Japan,5.43,1000000000,40.84,Japan
Seek Limited,5.42,1000000000,15.24,Australia
Nomura Real Estate Master Fund,5.42,1000000000,"1,147",Japan
Asana,5.42,1000000000,25.01,USA
Bright Horizons,5.41,1000000000,93.75,USA
GPT Group,5.41,1000000000,2.83,Australia
China Airlines,5.41,1000000000,0.90,Taiwan
InPost,5.41,1000000000,10.46,Luxembourg
Rohto Pharmaceutical,5.41,1000000000,23.72,Japan
IAC/InterActiveCorp,5.40,1000000000,62.95,USA
Atkore,5.39,1000000000,139.87,USA
Indus Towers,5.38,1000000000,2.00,India
South State Corp,5.38,1000000000,70.87,USA
Adecco Group,5.37,1000000000,31.90,Switzerland
Owl Rock Capital,5.37,1000000000,13.78,USA
Noble Corporation,5.35,1000000000,38.66,UK
TOTO,5.35,1000000000,31.60,Japan
Groupe SEB,5.35,1000000000,97.27,France
Affiliated Managers Group,5.35,1000000000,148.30,USA
Idacorp,5.35,1000000000,105.76,USA
FS KKR Capital,5.35,1000000000,19.11,USA
GarantiBank,5.34,1000000000,1.27,Turkey
Alkermes,5.34,1000000000,32.19,Ireland
G-bits Network Technology,5.34,1000000000,74.23,China
Nippon Express,5.34,1000000000,60.04,Japan
Diploma plc,5.34,1000000000,39.86,UK
SFS Group,5.34,1000000000,137.37,Switzerland
SPIE,5.34,1000000000,32.14,France
HealthEquity,5.34,1000000000,62.49,USA
Genscript Biotech,5.34,1000000000,2.52,China
Rockwool,5.34,1000000000,247.92,Denmark
IAA-Insurance Auto Auctions,5.33,1000000000,39.89,USA
HUGO BOSS,5.33,1000000000,77.36,Germany
IVERIC bio,5.33,1000000000,38.69,USA
Cerevel Therapeutics,5.33,1000000000,34.01,USA
Jarir,5.33,1000000000,4.44,S. Arabia
Organon,5.33,1000000000,20.91,USA
HK Electric Investments,5.33,1000000000,0.60,Hong Kong
Japan Real Estate Investment,5.32,1000000000,"3,842",Japan
Informatica,5.30,1000000000,18.54,USA
Shift4 Payments,5.30,1000000000,63.50,USA
U.S. Steel,5.30,1000000000,23.41,USA
Antero Midstream,5.30,1000000000,11.05,USA
The Ensign Group,5.29,1000000000,94.55,USA
Acuity Brands,5.29,1000000000,166.38,USA
Keyera,5.29,1000000000,23.09,Canada
Phillips-Van Heusen,5.28,1000000000,84.34,USA
Erdemir,5.28,1000000000,1.56,Turkey
PSP Swiss Property,5.28,1000000000,115.26,Switzerland
Emmi AG,5.28,1000000000,987.61,Switzerland
Magnolia Oil & Gas,5.28,1000000000,20.73,USA
Flowers Foods,5.27,1000000000,24.92,USA
Agility Public Warehousing Company,5.27,1000000000,"2,078",eu Kuwait
Applied Industrial Technologies,5.27,1000000000,136.41,USA
Dechra Pharmaceuticals,5.26,1000000000,46.23,UK
Indian Railway Finance,5.26,1000000000,0.40,India
iQIYI,5.26,1000000000,5.50,China
Aditya Birla Capital,5.25,1000000000,2.17,India
Enagás,5.25,1000000000,20.12,Spain
Silgan Holdings,5.25,1000000000,47.64,USA
Page Industries,5.25,1000000000,470.74,India
Ricoh Company,5.24,1000000000,9.03,Japan
Teradata,5.24,1000000000,51.88,USA
Sojitz Corporation,5.24,1000000000,22.66,Japan
Northland Power,5.24,1000000000,20.78,Canada
Kingnet Network,5.23,1000000000,2.43,China
Sibanye-Stillwater,5.22,1000000000,7.38,South Africa
Bechtle,5.21,1000000000,41.39,Germany
Godrej Properties,5.21,1000000000,18.75,India
Maximus,5.20,1000000000,85.69,USA
Lundbeck,5.20,1000000000,5.31,Denmark
Aaon,5.19,1000000000,95.80,USA
Power Integrations,5.19,1000000000,90.58,USA
OneMain Financial,5.19,1000000000,43.07,USA
Tecan,5.19,1000000000,406.72,Switzerland
SCSK Corporation,5.19,1000000000,16.62,Japan
Ascendis Pharma,5.19,1000000000,92.35,Denmark
Petro Rabigh,5.18,1000000000,3.11,S. Arabia
Intermediate Capital Group (ICG),5.18,1000000000,17.86,UK
Surgery Partners,5.18,1000000000,41.02,USA
Perfect World Entertainment,5.17,1000000000,2.67,China
Madras Rubber Factory,5.17,1000000000,"1,219",India
Banco de Crédito e Inversiones,5.16,1000000000,30.61,Chile
Magazine Luíza,5.16,1000000000,0.77,Brazil
Dalmia Bharat,5.15,1000000000,27.52,India
Mitsubishi Motors,5.15,1000000000,3.46,Japan
JSW Energy,5.15,1000000000,3.13,India
Grupo Simec,5.14,1000000000,31.05,Mexico
Dun & Bradstreet,5.14,1000000000,11.71,USA
Exponent,5.13,1000000000,101.02,USA
Pilgrim's Pride,5.12,1000000000,21.66,USA
PBF Energy,5.12,1000000000,40.65,USA
Abcam,5.12,1000000000,22.31,UK
